gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
FCF1	4.56e+02	0.08	0.09	8.68e-01	3.85e-01	1.00e+00
FCGBP	2.04e+00	0.61	0.91	6.73e-01	5.01e-01	1.00e+00
FCHO1	1.00e+00	0.04	1.30	3.16e-02	9.75e-01	1.00e+00
FCHO2	2.42e+02	0.10	0.09	1.12e+00	2.61e-01	1.00e+00
FCHSD1	1.39e+02	0.14	0.13	1.11e+00	2.68e-01	1.00e+00
FCHSD2	4.08e+02	0.02	0.10	1.91e-01	8.48e-01	1.00e+00
FCMR	1.13e+00	0.31	1.20	2.60e-01	7.95e-01	1.00e+00
FCN3	1.28e+01	0.06	0.33	1.86e-01	8.52e-01	1.00e+00
FCRLB	3.80e+00	0.34	0.60	5.61e-01	5.75e-01	1.00e+00
FDX1	6.38e+02	0.16	0.11	1.37e+00	1.71e-01	1.00e+00
FDX2	4.82e+01	0.05	0.20	2.32e-01	8.17e-01	1.00e+00
FDXACB1	2.38e+01	0.22	0.26	8.53e-01	3.94e-01	1.00e+00
FECH	1.88e+02	0.04	0.12	3.46e-01	7.29e-01	1.00e+00
FEM1A	3.75e+02	0.10	0.11	9.18e-01	3.59e-01	1.00e+00
FEM1B	8.09e+02	0.05	0.08	5.90e-01	5.55e-01	1.00e+00
FER1L6	1.07e+00	1.98	1.21	1.64e+00	1.02e-01	1.00e+00
FERMT1	1.68e+00	0.08	1.10	7.38e-02	9.41e-01	1.00e+00
FES	2.41e+02	0.05	0.15	3.35e-01	7.37e-01	1.00e+00
FEV	8.34e-01	0.34	1.23	2.76e-01	7.82e-01	1.00e+00
FEZ2	5.40e+02	0.01	0.07	9.88e-02	9.21e-01	1.00e+00
FFAR3	2.14e+00	0.22	1.03	2.19e-01	8.27e-01	1.00e+00
FFAR4	6.16e-01	0.41	1.56	2.60e-01	7.95e-01	1.00e+00
FGB	4.95e-01	0.29	1.82	1.57e-01	8.75e-01	1.00e+00
FGD1	6.94e+01	0.08	0.18	4.45e-01	6.56e-01	1.00e+00
FGD2	4.51e-01	0.37	1.85	2.00e-01	8.41e-01	1.00e+00
FGD4	3.95e+01	0.17	0.20	8.50e-01	3.95e-01	1.00e+00
FGF1	3.64e+00	0.14	0.85	1.70e-01	8.65e-01	1.00e+00
FGF12	2.18e+02	0.04	0.11	3.46e-01	7.30e-01	1.00e+00
FGF13	8.77e+01	0.23	0.17	1.37e+00	1.71e-01	1.00e+00
FGF2	4.95e+01	0.02	0.25	7.76e-02	9.38e-01	1.00e+00
FGF23	5.42e-01	1.29	1.74	7.38e-01	4.61e-01	1.00e+00
FGF5	2.23e+00	1.04	0.85	1.22e+00	2.22e-01	1.00e+00
FGFR1OP2	3.29e+02	0.09	0.12	7.81e-01	4.35e-01	1.00e+00
FGFR3	2.17e+01	0.09	0.38	2.41e-01	8.09e-01	1.00e+00
FGFR4	5.60e+00	0.43	0.56	7.71e-01	4.41e-01	1.00e+00
FGFRL1	4.48e+01	0.06	0.23	2.63e-01	7.93e-01	1.00e+00
FHAD1	1.16e+01	0.40	0.34	1.17e+00	2.42e-01	1.00e+00
FHIP1A	3.12e+00	0.13	0.69	1.85e-01	8.53e-01	1.00e+00
FHIP2A	4.83e+02	0.07	0.11	6.90e-01	4.90e-01	1.00e+00
FHL2	6.55e+01	0.30	0.21	1.43e+00	1.52e-01	1.00e+00
FHOD1	2.34e+02	0.08	0.16	5.35e-01	5.93e-01	1.00e+00
FHOD3	1.59e+01	0.29	0.29	9.97e-01	3.19e-01	1.00e+00
FIGN	8.29e+01	0.08	0.15	5.07e-01	6.12e-01	1.00e+00
FIGNL1	4.37e+02	0.02	0.13	1.70e-01	8.65e-01	1.00e+00
FKBP1A	4.84e+03	0.04	0.08	5.08e-01	6.11e-01	1.00e+00
FKBP4	8.65e+02	0.01	0.10	6.07e-02	9.52e-01	1.00e+00
FKBP5	1.08e+03	0.20	0.14	1.44e+00	1.49e-01	1.00e+00
FKBP6	2.12e+00	1.14	1.06	1.07e+00	2.83e-01	1.00e+00
FKBP8	1.47e+03	0.01	0.12	1.02e-01	9.19e-01	1.00e+00
FKTN	1.51e+02	0.11	0.13	8.45e-01	3.98e-01	1.00e+00
FLCN	3.08e+02	0.02	0.09	2.57e-01	7.97e-01	1.00e+00
FLG2	8.32e-01	2.14	1.37	1.56e+00	1.18e-01	1.00e+00
FLI1	4.65e+03	0.09	0.11	7.62e-01	4.46e-01	1.00e+00
FLRT2	5.39e+02	0.04	0.15	2.93e-01	7.69e-01	1.00e+00
FLT1	1.89e+04	0.02	0.04	3.84e-01	7.01e-01	1.00e+00
FLVCR1	1.37e+02	0.06	0.16	3.57e-01	7.21e-01	1.00e+00
FLVCR2	2.79e+01	0.35	0.22	1.59e+00	1.12e-01	1.00e+00
FLYWCH1	9.15e+01	0.03	0.20	1.66e-01	8.68e-01	1.00e+00
FMN1	4.84e+00	0.10	0.52	1.91e-01	8.49e-01	1.00e+00
FMN2	3.61e+00	0.53	0.72	7.31e-01	4.65e-01	1.00e+00
FMNL2	6.66e+02	0.01	0.11	9.62e-02	9.23e-01	1.00e+00
FMO4	1.56e+01	0.15	0.27	5.35e-01	5.92e-01	1.00e+00
FMOD	2.79e+00	0.35	0.74	4.80e-01	6.31e-01	1.00e+00
FN3K	3.44e+01	0.06	0.30	1.92e-01	8.48e-01	1.00e+00
FNBP1L	2.19e+03	0.03	0.08	4.38e-01	6.61e-01	1.00e+00
FNBP4	3.99e+02	0.02	0.10	2.38e-01	8.12e-01	1.00e+00
FNDC11	8.93e-01	0.20	1.53	1.30e-01	8.97e-01	1.00e+00
FNDC3A	9.34e+02	0.06	0.09	6.32e-01	5.27e-01	1.00e+00
FNDC4	7.26e+01	0.01	0.21	4.16e-02	9.67e-01	1.00e+00
FNIP1	3.62e+02	0.01	0.08	1.62e-01	8.71e-01	1.00e+00
FOS	4.15e+00	0.41	0.52	7.93e-01	4.28e-01	1.00e+00
FOSB	4.76e+00	1.29	0.69	1.88e+00	5.99e-02	1.00e+00
FOSL2	5.74e+02	0.01	0.12	4.81e-02	9.62e-01	1.00e+00
FOXA1	4.90e+01	0.49	0.19	2.53e+00	1.12e-02	1.00e+00
FOXC1	1.03e+03	0.15	0.11	1.42e+00	1.55e-01	1.00e+00
FOXC2	3.56e+01	0.23	0.29	8.14e-01	4.16e-01	1.00e+00
FOXD1	5.54e+00	0.35	0.60	5.92e-01	5.54e-01	1.00e+00
FOXD4L4	6.52e-01	1.26	1.86	6.77e-01	4.98e-01	1.00e+00
FOXF1	1.87e+01	0.16	0.31	5.12e-01	6.09e-01	1.00e+00
FOXJ2	2.45e+02	0.06	0.10	5.41e-01	5.89e-01	1.00e+00
FOXJ3	5.08e+02	0.06	0.11	5.94e-01	5.53e-01	1.00e+00
FOXK1	1.56e+03	0.09	0.07	1.31e+00	1.90e-01	1.00e+00
FOXK2	5.87e+02	0.05	0.08	6.28e-01	5.30e-01	1.00e+00
FOXL2	6.33e+00	0.50	0.55	9.18e-01	3.59e-01	1.00e+00
FOXL2NB	9.60e+00	0.07	0.33	2.16e-01	8.29e-01	1.00e+00
FOXN3	4.07e+02	0.04	0.11	3.96e-01	6.92e-01	1.00e+00
FOXO1	6.48e+02	0.03	0.08	3.92e-01	6.95e-01	1.00e+00
FOXO3	2.70e+02	0.05	0.13	3.78e-01	7.06e-01	1.00e+00
FOXO4	8.01e+01	0.12	0.15	8.21e-01	4.12e-01	1.00e+00
FOXP1	1.34e+02	0.06	0.12	5.08e-01	6.11e-01	1.00e+00
FOXP3	1.53e+00	0.56	1.00	5.61e-01	5.75e-01	1.00e+00
FOXP4	4.17e+01	0.24	0.21	1.12e+00	2.61e-01	1.00e+00
FOXRED1	1.22e+02	0.07	0.14	5.20e-01	6.03e-01	1.00e+00
FOXS1	3.22e+00	0.41	0.74	5.53e-01	5.81e-01	1.00e+00
FPGS	7.34e+01	0.02	0.19	9.94e-02	9.21e-01	1.00e+00
FPGT	1.13e+02	0.01	0.13	6.42e-02	9.49e-01	1.00e+00
FRA10AC1	2.52e+02	0.08	0.09	9.63e-01	3.35e-01	1.00e+00
FREM1	3.23e+01	0.42	0.25	1.67e+00	9.40e-02	1.00e+00
FREM2	7.58e+01	0.17	0.23	7.54e-01	4.51e-01	1.00e+00
FREM3	8.53e-01	0.48	1.32	3.61e-01	7.18e-01	1.00e+00
FRG1	2.27e+02	0.10	0.10	1.07e+00	2.84e-01	1.00e+00
FRK	1.59e+02	0.21	0.17	1.25e+00	2.12e-01	1.00e+00
FRMD3	2.33e+02	0.11	0.31	3.66e-01	7.14e-01	1.00e+00
FRMD4B	8.66e+02	0.02	0.07	2.95e-01	7.68e-01	1.00e+00
FRMD5	1.43e+01	0.12	0.36	3.34e-01	7.38e-01	1.00e+00
FRMPD3	6.29e-01	0.75	1.69	4.42e-01	6.58e-01	1.00e+00
FRRS1	6.18e+01	0.07	0.16	4.60e-01	6.45e-01	1.00e+00
FRRS1L	4.88e+00	0.09	0.55	1.66e-01	8.68e-01	1.00e+00
FRS2	1.15e+02	0.09	0.13	7.23e-01	4.69e-01	1.00e+00
FRS3	3.37e+01	0.08	0.26	3.00e-01	7.64e-01	1.00e+00
FRY	1.93e+01	0.07	0.25	3.01e-01	7.63e-01	1.00e+00
FRYL	8.42e+02	0.12	0.11	1.06e+00	2.90e-01	1.00e+00
FSCN1	4.40e+03	0.06	0.10	6.72e-01	5.02e-01	1.00e+00
FSD1	8.81e+00	0.18	0.41	4.40e-01	6.60e-01	1.00e+00
FSD1L	3.15e+01	0.26	0.24	1.05e+00	2.93e-01	1.00e+00
FSD2	7.60e+00	0.34	0.38	8.92e-01	3.73e-01	1.00e+00
FSTL1	5.02e+03	0.02	0.05	4.18e-01	6.76e-01	1.00e+00
FSTL4	1.08e+00	0.23	1.14	2.04e-01	8.39e-01	1.00e+00
FSTL5	5.61e+00	0.84	0.50	1.67e+00	9.46e-02	1.00e+00
FTCDNL1	4.29e+00	0.82	0.64	1.28e+00	2.00e-01	1.00e+00
FTSJ1	1.52e+02	0.04	0.13	3.10e-01	7.57e-01	1.00e+00
FUBP3	1.64e+03	0.08	0.08	1.05e+00	2.94e-01	1.00e+00
FUT10	8.06e+01	0.12	0.17	7.07e-01	4.80e-01	1.00e+00
FUT6	3.21e+00	1.52	0.72	2.11e+00	3.45e-02	1.00e+00
FUT9	2.97e+00	1.98	0.79	2.51e+00	1.22e-02	1.00e+00
FXN	1.20e+02	0.17	0.15	1.18e+00	2.40e-01	1.00e+00
FYB1	1.00e+00	1.17	1.17	9.98e-01	3.18e-01	1.00e+00
FYTTD1	9.80e+02	0.04	0.07	6.33e-01	5.27e-01	1.00e+00
FZD1	1.86e+02	0.01	0.12	7.15e-02	9.43e-01	1.00e+00
FZD10	6.73e-01	1.32	1.52	8.68e-01	3.85e-01	1.00e+00
FZD3	2.05e+02	0.18	0.11	1.53e+00	1.25e-01	1.00e+00
FZD4	1.78e+03	0.07	0.06	1.18e+00	2.37e-01	1.00e+00
FZD8	5.45e+01	0.10	0.24	4.20e-01	6.74e-01	1.00e+00
G2E3	1.51e+02	0.03	0.11	2.82e-01	7.78e-01	1.00e+00
G3BP1	3.20e+03	0.07	0.09	7.85e-01	4.33e-01	1.00e+00
G3BP2	4.49e+03	0.01	0.06	1.42e-01	8.87e-01	1.00e+00
GAA	1.47e+02	0.04	0.13	3.04e-01	7.61e-01	1.00e+00
GAB2	4.30e+02	0.06	0.10	6.43e-01	5.20e-01	1.00e+00
GAB3	4.72e+01	0.01	0.22	5.52e-02	9.56e-01	1.00e+00
GABARAPL2	7.93e+02	0.07	0.09	8.03e-01	4.22e-01	1.00e+00
GABBR1	8.71e+01	0.29	0.23	1.31e+00	1.92e-01	1.00e+00
GABPA	4.27e+02	0.03	0.08	4.30e-01	6.68e-01	1.00e+00
GABPB2	1.22e+02	0.06	0.15	3.60e-01	7.19e-01	1.00e+00
GABRE	1.95e+00	0.43	0.91	4.78e-01	6.33e-01	1.00e+00
GABRG3	1.65e+00	1.21	1.00	1.20e+00	2.28e-01	1.00e+00
GABRR2	8.98e+00	0.30	0.37	8.05e-01	4.21e-01	1.00e+00
GAD1	1.36e+01	0.02	0.40	5.61e-02	9.55e-01	1.00e+00
GAL	1.92e+00	0.59	0.84	7.05e-01	4.81e-01	1.00e+00
GAL3ST1	6.34e-01	2.11	1.77	1.19e+00	2.33e-01	1.00e+00
GAL3ST4	2.95e+00	0.14	0.68	2.05e-01	8.37e-01	1.00e+00
GALC	6.77e+02	0.03	0.09	3.10e-01	7.57e-01	1.00e+00
GALNS	6.13e+01	0.02	0.21	7.31e-02	9.42e-01	1.00e+00
GALNT10	1.97e+02	0.05	0.10	4.80e-01	6.31e-01	1.00e+00
GALNT15	1.00e+00	1.75	1.17	1.49e+00	1.36e-01	1.00e+00
GALNT16	1.27e+01	0.18	0.32	5.73e-01	5.67e-01	1.00e+00
GALNT17	5.07e+01	0.04	0.20	2.20e-01	8.26e-01	1.00e+00
GALNT18	8.18e+02	0.01	0.12	4.56e-02	9.64e-01	1.00e+00
GALNT3	7.15e+00	0.45	0.43	1.03e+00	3.03e-01	1.00e+00
GALNT5	1.51e+01	0.22	0.26	8.21e-01	4.12e-01	1.00e+00
GALNT8	1.98e+00	0.01	0.85	7.89e-03	9.94e-01	1.00e+00
GALNT9	1.63e+01	0.32	0.39	8.34e-01	4.04e-01	1.00e+00
GAN	2.04e+02	0.08	0.10	8.09e-01	4.19e-01	1.00e+00
GANC	4.83e+01	0.09	0.23	3.80e-01	7.04e-01	1.00e+00
GAPDHS	2.82e+00	0.25	0.72	3.52e-01	7.25e-01	1.00e+00
GAPT	1.69e+00	0.83	0.99	8.33e-01	4.05e-01	1.00e+00
GAR1	2.41e+02	0.11	0.11	1.00e+00	3.17e-01	1.00e+00
GAREM1	2.42e+01	0.30	0.23	1.34e+00	1.81e-01	1.00e+00
GARNL3	5.44e+00	0.43	0.52	8.24e-01	4.10e-01	1.00e+00
GAS2	1.62e+00	0.06	0.92	6.44e-02	9.49e-01	1.00e+00
GAS2L1	5.84e+01	0.06	0.22	2.63e-01	7.93e-01	1.00e+00
GAS2L3	3.06e+01	0.34	0.23	1.49e+00	1.36e-01	1.00e+00
GASK1B	5.86e+03	0.04	0.08	4.54e-01	6.50e-01	1.00e+00
GATA4	8.53e+00	0.33	0.42	7.78e-01	4.37e-01	1.00e+00
GATA5	7.57e+00	0.06	0.42	1.40e-01	8.89e-01	1.00e+00
GATA6	3.16e+02	0.12	0.10	1.21e+00	2.27e-01	1.00e+00
GATAD1	1.43e+02	0.01	0.12	5.84e-02	9.53e-01	1.00e+00
GATAD2A	1.14e+03	0.04	0.08	5.66e-01	5.71e-01	1.00e+00
GATAD2B	1.61e+02	0.16	0.14	1.15e+00	2.51e-01	1.00e+00
GATC	2.86e+02	0.03	0.09	2.66e-01	7.90e-01	1.00e+00
GATD1	2.35e+02	0.22	0.12	1.87e+00	6.12e-02	1.00e+00
GATD3A	3.30e+00	0.06	2.61	2.36e-02	9.81e-01	1.00e+00
GBA	1.91e+02	0.02	0.14	1.81e-01	8.56e-01	1.00e+00
GBP4	5.68e+02	0.11	0.16	6.65e-01	5.06e-01	1.00e+00
GBP5	1.51e+01	0.41	0.37	1.13e+00	2.58e-01	1.00e+00
GBP7	5.96e+00	0.02	0.54	3.24e-02	9.74e-01	1.00e+00
GCA	4.44e+02	0.10	0.09	1.10e+00	2.73e-01	1.00e+00
GCC1	2.98e+02	0.04	0.09	4.85e-01	6.28e-01	1.00e+00
GCDH	1.32e+02	0.07	0.13	5.59e-01	5.76e-01	1.00e+00
GCH1	7.06e+01	0.02	0.19	9.81e-02	9.22e-01	1.00e+00
GCLC	1.98e+02	0.05	0.12	4.33e-01	6.65e-01	1.00e+00
GCLM	2.68e+02	0.17	0.13	1.31e+00	1.89e-01	1.00e+00
GCM1	9.12e-01	0.33	1.26	2.64e-01	7.92e-01	1.00e+00
GCNA	1.48e+01	0.20	0.35	5.88e-01	5.57e-01	1.00e+00
GCNT3	2.16e+00	0.43	0.89	4.84e-01	6.29e-01	1.00e+00
GCNT4	4.43e+01	0.13	0.19	6.78e-01	4.97e-01	1.00e+00
GCOM1	5.12e+02	0.28	0.27	1.02e+00	3.06e-01	1.00e+00
GCSAM	9.79e-01	0.25	1.24	2.04e-01	8.38e-01	1.00e+00
GCSH	1.66e+02	0.12	0.14	8.56e-01	3.92e-01	1.00e+00
GDA	1.36e+01	0.38	0.43	8.81e-01	3.78e-01	1.00e+00
GDAP1	1.10e+02	0.05	0.15	3.40e-01	7.34e-01	1.00e+00
GDAP1L1	8.05e-01	0.11	1.24	8.97e-02	9.29e-01	1.00e+00
GDF10	7.65e-01	0.08	1.67	4.93e-02	9.61e-01	1.00e+00
GDF7	1.85e+02	0.11	0.13	8.36e-01	4.03e-01	1.00e+00
GDF9	9.52e-01	0.71	1.06	6.65e-01	5.06e-01	1.00e+00
GDI2	4.91e+03	0.04	0.06	5.82e-01	5.61e-01	1.00e+00
GDPD1	2.38e+01	0.19	0.28	6.70e-01	5.03e-01	1.00e+00
GDPGP1	1.47e+01	0.61	0.29	2.12e+00	3.40e-02	1.00e+00
GEMIN5	3.23e+02	0.01	0.08	1.06e-01	9.16e-01	1.00e+00
GEMIN6	2.03e+02	0.13	0.15	8.89e-01	3.74e-01	1.00e+00
GEN1	1.37e+02	0.11	0.12	9.19e-01	3.58e-01	1.00e+00
GET1	2.40e+02	0.04	0.12	3.19e-01	7.49e-01	1.00e+00
GET4	2.96e+02	0.02	0.10	1.49e-01	8.81e-01	1.00e+00
GFER	9.19e+01	0.12	0.19	6.47e-01	5.17e-01	1.00e+00
GFOD1	2.91e+02	0.09	0.10	8.37e-01	4.03e-01	1.00e+00
GFOD2	2.60e+02	0.06	0.13	4.85e-01	6.28e-01	1.00e+00
GFPT1	9.89e+02	0.10	0.08	1.35e+00	1.76e-01	1.00e+00
GFPT2	8.82e+01	0.06	0.25	2.45e-01	8.07e-01	1.00e+00
GFRA1	1.54e+01	0.07	0.34	2.17e-01	8.29e-01	1.00e+00
GFRA2	2.14e+00	0.72	0.81	8.92e-01	3.73e-01	1.00e+00
GFRAL	1.25e+00	1.67	1.11	1.50e+00	1.35e-01	1.00e+00
GGA2	4.08e+02	0.07	0.08	8.83e-01	3.77e-01	1.00e+00
GGCT	4.68e+02	0.11	0.08	1.33e+00	1.83e-01	1.00e+00
GGCX	1.03e+03	0.07	0.09	7.21e-01	4.71e-01	1.00e+00
GGN	7.20e-01	1.04	1.43	7.23e-01	4.70e-01	1.00e+00
GGNBP2	1.02e+03	0.02	0.07	2.57e-01	7.97e-01	1.00e+00
GGT1	7.15e-01	0.15	1.34	1.11e-01	9.12e-01	1.00e+00
GGT6	1.41e+00	0.86	1.31	6.59e-01	5.10e-01	1.00e+00
GGTA1	2.31e+01	0.17	0.27	6.38e-01	5.24e-01	1.00e+00
GHDC	2.97e+01	0.25	0.23	1.11e+00	2.66e-01	1.00e+00
GHR	2.17e+01	0.29	0.23	1.23e+00	2.17e-01	1.00e+00
GHRL	5.89e-01	2.13	1.68	1.27e+00	2.05e-01	1.00e+00
GID4	1.33e+02	0.03	0.12	2.50e-01	8.03e-01	1.00e+00
GID8	9.78e+02	0.14	0.10	1.51e+00	1.30e-01	1.00e+00
GIGYF1	3.15e+02	0.10	0.11	8.86e-01	3.76e-01	1.00e+00
GIMAP2	2.81e+01	0.12	0.24	4.88e-01	6.26e-01	1.00e+00
GIMAP5	2.76e+02	0.03	0.22	1.13e-01	9.10e-01	1.00e+00
GIN1	3.46e+01	0.22	0.20	1.09e+00	2.77e-01	1.00e+00
GINS1	1.61e+02	0.03	0.12	2.45e-01	8.06e-01	1.00e+00
GINS3	6.41e+01	0.05	0.19	2.69e-01	7.88e-01	1.00e+00
GIPC2	1.73e+00	0.10	0.83	1.23e-01	9.02e-01	1.00e+00
GIPR	3.13e+00	0.63	0.81	7.82e-01	4.34e-01	1.00e+00
GIT2	7.08e+02	0.03	0.08	3.26e-01	7.45e-01	1.00e+00
GJA1	8.97e+03	0.02	0.07	3.03e-01	7.62e-01	1.00e+00
GJA9	1.80e+00	0.76	0.95	8.08e-01	4.19e-01	1.00e+00
GJB5	5.71e+00	0.76	0.52	1.46e+00	1.44e-01	1.00e+00
GJC1	4.60e+02	0.01	0.09	9.34e-02	9.26e-01	1.00e+00
GJC3	2.35e+00	0.91	0.79	1.16e+00	2.47e-01	1.00e+00
GJD4	4.17e-01	0.44	2.24	1.97e-01	8.44e-01	1.00e+00
GK	3.87e+01	0.05	0.23	2.39e-01	8.11e-01	1.00e+00
GK5	9.35e+01	0.17	0.16	1.05e+00	2.93e-01	1.00e+00
GLB1L2	4.18e+00	1.70	0.80	2.12e+00	3.40e-02	1.00e+00
GLB1L3	3.42e+00	0.32	0.69	4.73e-01	6.36e-01	1.00e+00
GLCCI1	4.33e+01	0.19	0.19	9.87e-01	3.24e-01	1.00e+00
GLCE	2.03e+02	0.10	0.12	8.17e-01	4.14e-01	1.00e+00
GLDN	1.20e+00	1.77	1.06	1.67e+00	9.46e-02	1.00e+00
GLI2	2.32e+00	1.63	0.74	2.21e+00	2.72e-02	1.00e+00
GLI3	1.38e+02	0.22	0.12	1.88e+00	5.95e-02	1.00e+00
GLI4	6.94e+00	0.25	0.53	4.70e-01	6.38e-01	1.00e+00
GLIPR1	8.93e+00	0.56	0.85	6.62e-01	5.08e-01	1.00e+00
GLIPR1L2	8.98e+00	0.20	0.42	4.73e-01	6.36e-01	1.00e+00
GLIS3	1.10e+02	0.06	0.18	3.65e-01	7.15e-01	1.00e+00
GLMN	1.32e+02	0.06	0.14	4.45e-01	6.56e-01	1.00e+00
GLO1	6.60e+02	0.04	0.08	4.48e-01	6.54e-01	1.00e+00
GLP1R	1.21e+00	0.17	1.08	1.62e-01	8.71e-01	1.00e+00
GLRA2	2.30e+00	2.17	0.76	2.85e+00	4.39e-03	1.00e+00
GLRB	5.04e+00	0.32	0.56	5.70e-01	5.69e-01	1.00e+00
GLRX5	3.94e+02	0.17	0.09	1.78e+00	7.53e-02	1.00e+00
GLS	1.43e+03	0.05	0.12	4.42e-01	6.59e-01	1.00e+00
GLT1D1	4.73e+00	0.75	0.57	1.32e+00	1.85e-01	1.00e+00
GLTP	2.69e+02	0.09	0.10	9.08e-01	3.64e-01	1.00e+00
GLTPD2	5.79e+00	0.03	0.44	6.20e-02	9.51e-01	1.00e+00
GLUD2	1.07e+02	0.13	0.15	8.51e-01	3.95e-01	1.00e+00
GLYCTK	4.72e+01	0.07	0.18	3.63e-01	7.16e-01	1.00e+00
GM2A	3.97e+02	0.01	0.10	6.47e-02	9.48e-01	1.00e+00
GMCL1	1.60e+02	0.14	0.12	1.17e+00	2.42e-01	1.00e+00
GMDS	1.96e+02	0.07	0.13	5.55e-01	5.79e-01	1.00e+00
GMEB1	2.31e+02	0.05	0.10	5.25e-01	5.99e-01	1.00e+00
GMFB	3.81e+02	0.06	0.12	5.12e-01	6.09e-01	1.00e+00
GMNN	2.24e+02	0.09	0.12	7.35e-01	4.62e-01	1.00e+00
GMPS	6.76e+02	0.01	0.08	1.43e-01	8.86e-01	1.00e+00
GNA11	6.46e+02	0.13	0.10	1.31e+00	1.91e-01	1.00e+00
GNA12	5.59e+02	0.05	0.06	7.36e-01	4.62e-01	1.00e+00
GNA13	6.51e+02	0.06	0.08	8.64e-01	3.87e-01	1.00e+00
GNAL	1.00e+02	0.23	0.17	1.35e+00	1.77e-01	1.00e+00
GNAQ	1.39e+03	0.11	0.08	1.38e+00	1.67e-01	1.00e+00
GNAT2	5.00e+00	0.81	0.49	1.67e+00	9.46e-02	1.00e+00
GNB1	2.81e+03	0.03	0.07	3.92e-01	6.95e-01	1.00e+00
GNB1L	2.00e+01	0.10	0.27	3.86e-01	6.99e-01	1.00e+00
GNB4	1.27e+03	0.06	0.07	8.45e-01	3.98e-01	1.00e+00
GNB5	8.54e+01	0.02	0.14	1.16e-01	9.07e-01	1.00e+00
GNG10	6.71e+02	0.11	0.11	1.02e+00	3.09e-01	1.00e+00
GNG12	4.30e+02	0.06	0.11	5.88e-01	5.56e-01	1.00e+00
GNG2	2.62e+02	0.01	0.13	7.77e-02	9.38e-01	1.00e+00
GNG4	2.79e+01	0.05	0.33	1.36e-01	8.91e-01	1.00e+00
GNGT2	1.06e+01	0.15	0.40	3.60e-01	7.19e-01	1.00e+00
GNL3L	4.04e+02	0.07	0.12	5.66e-01	5.71e-01	1.00e+00
GNPAT	5.29e+02	0.16	0.10	1.67e+00	9.55e-02	1.00e+00
GNPDA2	1.21e+02	0.08	0.11	7.49e-01	4.54e-01	1.00e+00
GNPNAT1	5.59e+02	0.16	0.11	1.52e+00	1.29e-01	1.00e+00
GNPTAB	6.85e+02	0.06	0.08	7.39e-01	4.60e-01	1.00e+00
GNPTG	1.55e+02	0.15	0.11	1.38e+00	1.68e-01	1.00e+00
GNRHR	2.33e+00	0.06	0.78	7.76e-02	9.38e-01	1.00e+00
GOLGA3	1.46e+03	0.01	0.10	1.10e-01	9.12e-01	1.00e+00
GOLGA6A	9.14e-01	1.05	1.33	7.90e-01	4.29e-01	1.00e+00
GOLGA6B	2.09e+00	0.76	1.01	7.59e-01	4.48e-01	1.00e+00
GOLGA6L10	2.08e+01	0.35	0.73	4.81e-01	6.30e-01	1.00e+00
GOLGA6L4	1.77e+02	0.03	0.27	1.27e-01	8.99e-01	1.00e+00
GOLGA6L7	5.00e+00	0.76	0.60	1.27e+00	2.03e-01	1.00e+00
GOLGA6L9	4.38e+01	0.05	0.41	1.20e-01	9.05e-01	1.00e+00
GOLGA8A	1.83e+02	0.13	0.29	4.24e-01	6.71e-01	1.00e+00
GOLGA8B	6.00e+01	0.07	0.54	1.36e-01	8.92e-01	1.00e+00
GOLGA8J	4.48e-01	2.46	2.35	1.05e+00	2.94e-01	1.00e+00
GOLGA8O	7.91e+00	0.53	1.57	3.38e-01	7.36e-01	1.00e+00
GOLGA8S	2.03e+00	0.21	1.04	2.04e-01	8.39e-01	1.00e+00
GOLM2	6.09e+02	0.08	0.07	1.10e+00	2.71e-01	1.00e+00
GOLT1B	7.25e+02	0.06	0.12	5.02e-01	6.16e-01	1.00e+00
GON4L	4.48e+02	0.04	0.13	3.34e-01	7.38e-01	1.00e+00
GON7	7.99e+01	0.06	0.16	3.90e-01	6.96e-01	1.00e+00
GOPC	5.97e+02	0.04	0.09	4.97e-01	6.19e-01	1.00e+00
GORASP1	1.56e+02	0.04	0.13	2.82e-01	7.78e-01	1.00e+00
GOSR1	5.05e+02	0.14	0.10	1.39e+00	1.65e-01	1.00e+00
GP1BA	9.69e+00	0.06	0.41	1.59e-01	8.74e-01	1.00e+00
GP2	1.30e+00	0.98	1.00	9.82e-01	3.26e-01	1.00e+00
GPANK1	9.31e+01	0.16	0.16	1.00e+00	3.15e-01	1.00e+00
GPATCH11	3.84e+02	0.13	0.08	1.50e+00	1.33e-01	1.00e+00
GPATCH2	1.94e+02	0.13	0.09	1.47e+00	1.42e-01	1.00e+00
GPATCH2L	7.57e+02	0.01	0.09	1.03e-01	9.18e-01	1.00e+00
GPBAR1	1.03e+00	0.45	1.25	3.58e-01	7.20e-01	1.00e+00
GPBP1	1.20e+03	0.03	0.11	3.00e-01	7.64e-01	1.00e+00
GPBP1L1	4.90e+02	0.11	0.09	1.19e+00	2.34e-01	1.00e+00
GPC1	5.98e+02	0.01	0.13	7.48e-02	9.40e-01	1.00e+00
GPC3	1.53e+01	0.07	0.33	2.28e-01	8.20e-01	1.00e+00
GPCPD1	8.81e+02	0.04	0.07	5.17e-01	6.05e-01	1.00e+00
GPD1L	1.16e+02	0.25	0.15	1.68e+00	9.20e-02	1.00e+00
